HGNC/MGI cnn_1 cnn_2 cnn_3 cnn_4 cnn_5 cnn_6 cnn_7 cnn_8 cnn_9 cnn_10 cnn_11 cnn_12 cnn_13 cnn_14 cnn_15 cnn_16 cnn_17 cnn_18 cnn_19 cnn_20 cnn_21 cnn_22 cnn_23 cnn_24 cnn_25 cnn_26 cnn_27 cnn_28 cnn_29 cnn_30 cnn_31 cnn_32 cnn_33 cnn_34 cnn_35 cnn_36 cnn_37 cnn_38 cnn_39 cnn_40 cnn_41 cnn_42 cnn_43 cnn_44 cnn_45 cnn_46 cnn_47 cnn_48 cnn_49 cnn_50 cnn_51 cnn_52 cnn_53 cnn_54 cnn_55 cnn_56 cnn_57 cnn_58 cnn_59 cnn_60 cnn_61 cnn_62 cnn_63 cnn_64 cnn_65 cnn_66 cnn_67 cnn_68 cnn_69 cnn_70 cnn_71 cnn_72 cnn_73 cnn_74 cnn_75 cnn_76 cnn_77 cnn_78 cnn_79 cnn_80 cnn_81 cnn_82 cnn_83 cnn_84 cnn_85 cnn_86 cnn_87 cnn_88 cnn_89 cnn_90 cnn_91 cnn_92 cnn_93 cnn_94 cnn_95 cnn_96 cnn_97 cnn_98 cnn_99 cnn_100 cnn_101 cnn_102 cnn_103 cnn_104 cnn_105 cnn_106 cnn_107 cnn_108 cnn_109 cnn_110 cnn_111 cnn_112 cnn_113 cnn_114 cnn_115 cnn_116 cnn_117 cnn_118 cnn_119 cnn_120 cnn_121 cnn_122 cnn_123 cnn_124 cnn_125 cnn_126 cnn_127 cnn_128 cnn_129 cnn_130 cnn_131 cnn_132 cnn_133 cnn_134 cnn_135 cnn_136 cnn_137 cnn_138 cnn_139 cnn_140 cnn_141 cnn_142 cnn_143 cnn_144 cnn_145 cnn_146 cnn_147 cnn_148 cnn_149 cnn_150 cnn_151 cnn_152 cnn_153 cnn_154 cnn_155 cnn_156 cnn_157 cnn_158 cnn_159 cnn_160 cnn_161 cnn_162 cnn_163 cnn_164 cnn_165 cnn_166 cnn_167 cnn_168 cnn_169 cnn_170 cnn_171 cnn_172 cnn_173 cnn_174 cnn_175 cnn_176 cnn_177 cnn_178 cnn_179 cnn_180 cnn_181 cnn_182 cnn_183 cnn_184 cnn_185 cnn_186 cnn_187 cnn_188 cnn_189 cnn_190 cnn_191 cnn_192 cnn_193 cnn_194 cnn_195 cnn_196 cnn_197 cnn_198 cnn_199 cnn_200 cnn_201 cnn_202 cnn_203 cnn_204 cnn_205 cnn_206 cnn_207 cnn_208 cnn_209 cnn_210 cnn_211 cnn_212 cnn_213 cnn_214 cnn_215 cnn_216
RIPK2 -0.2623 3.7975 3.5785 -0.837 3.7895 6.104 -3.2659 0.3007 1.2669 -7.7005 4.4332 2.0395 -4.3243 2.0192 2.1372 0.1687 1.6727 4.3438 -5.2476 2.4906 1.109 -1.6336 3.1409 2.4527 1.7859 2.5856 3.8921 -11.0618 -9.3836 -3.3817 -6.708 -7.707 0.3596 -11.0046 -8.1494 -5.1351 -9.9313 -13.0202 -8.365 -5.4279 -8.985 -1.178 -10.6038 -4.7751 -5.8478 -3.0259 -3.8609 -3.1052 -3.5338 -5.6226 -1.9705 -5.0748 -0.744 -5.7867 0.839 0.7476 6.9818 0.8825 -0.7829 0.9377 4.3363 -0.5145 1.1463 1.3795 -0.3966 0.33 0.9959 -2.2246 -0.3993 -2.0842 -3.847 -5.5597 -1.2925 -0.3324 -0.3863 -1.0702 -1.1413 -0.2549 -3.9786 -3.7656 -7.0231 1.2982 1.358 1.7796 5.6098 4.407 -0.2367 0.0053 1.4662 1.8132 2.5112 2.1927 4.3628 8.5626 4.0836 1.2048 3.9057 0.4319 8.9402 0.9534 1.2899 1.5455 2.9025 1.5333 -1.0604 0.1417 -1.1013 4.7996 -4.2296 0.8655 -4.3036 3.118 -0.4834 -1.846 -6.4283 -4.3039 0.661 -3.6489 -0.9665 -2.4354 -1.516 -1.6705 -2.7209 -4.7368 -2.6185 -0.7672 -1.7787 -0.3801 -2.1731 -1.5609 -0.557 -2.6072 -1.3746 0.8072 -0.7793 0.8961 -5.9789 2.7969 -1.7219 1.3 -2.4676 2.8128 1.4452 -0.483 3.3186 2.6887 -1.0715 -0.5524 12.1099 -0.3708 3.1772 10.6051 1.9363 4.9429 2.7822 -0.9978 1.2715 8.678 -0.4305 3.5461 7.0007 2.8895 -3.397 -3.6696 -7.4972 -3.6271 -1.2884 2.9631 -8.1399 -6.8941 -7.0914 -0.9197 -2.5678 -5.1262 2.9946 0.6497 -4.3609 -3.4767 -3.5061 -5.5975 0.5931 -0.0398 0.2195 3.5813 2.556 -0.8342 0.5687 0.8287 -2.4039 3.2651 4.1175 -7.1048 4.3646 4.9578 1.9143 0.1387 0.5345 -1.3932 -1.3734 2.1569 -6.6396 3.8204 3.1501 -2.195 -9.4681 -2.8004 -7.4935 -3.1562 1.7469 -2.868 -0.9293 -0.2227 -2.5722 -6.9933 -2.0183 -4.3053
ROCK1 2.61 2.7131 0.6979 1.2941 1.8312 1.8591 1.4974 1.5894 0.2952 1.1474 2.0764 0.4575 0.0479 1.1451 2.7878 0.7648 1.1691 0.098 1.0251 1.8832 -0.0323 0.7282 2.4322 3.337 0.8462 1.4522 -0.5253 0.153 0.8701 -0.0396 -1.4546 2.0032 0.1855 0.0816 0.6751 0.9892 0.3627 0.0097 -0.0353 -0.3349 1.5338 -0.2583 0.0469 0.2499 -1.2576 0.895 -1.6137 0.2107 0.1095 -0.179 -1.671 0.9132 0.5854 -0.7822 -1.3216 -0.6875 -1.08 -0.2369 -1.1518 -1.9295 -0.337 -1.513 -2.8843 -2.8002 -2.26 -2.6429 -1.9617 -3.278 -3.3716 -1.6504 -1.1906 -4.0816 -0.4033 0.0997 -1.4309 -0.8447 0.0161 -0.8606 -2.5718 -0.9744 -2.5364 0.1116 -0.8028 -0.9923 0.2663 -1.9588 -1.02 -1.2001 -2.5676 -1.9995 -0.5945 -1.5339 -0.869 -0.9612 -2.0096 -0.6363 -1.6545 -2.1169 -0.6387 -1.598 -2.0372 -2.855 -2.5578 -2.5022 -1.4842 -2.1945 -2.8056 -2.883 -0.3603 -2.6749 -2.5334 -0.3532 -2.9381 -0.8507 -0.2019 -0.756 0.5784 -0.0273 -1.4444 -0.5156 -1.6658 -2.8353 1.4067 -1.0495 -0.0684 0.494 -0.7746 -1.7762 -1.7592 -1.4725 -2.6928 -0.6312 -1.8806 -1.1612 -0.9978 -1.0993 0.5297 1.8661 1.164 1.1666 2.2744 1.3171 2.33 3.2365 0.1969 1.8306 0.4519 2.3514 1.2622 0.4888 1.4649 1.0022 0.7377 0.2278 1.1969 0.0137 1.2173 0.9172 -0.0557 0.0758 -0.2541 -0.2538 -0.4287 0.4326 -0.0254 -0.5389 1.2455 -0.4732 -0.1942 0.8579 1.0063 0.511 -0.2749 0.639 -0.0505 -1.004 0.9233 0.0111 0.7278 1.6767 -0.2579 -0.7811 -0.1519 -0.3586 -1.4665 2.3173 -0.5927 0.2173 0.274 1.416 -0.0911 -2.1882 1.0928 -0.1039 -0.5889 -0.9782 -0.748 -0.4822 0.0539 -0.7723 -1.413 1.2695 0.7627 1.137 -0.0313 -1.2438 -0.9396 0.1436 0.8075 0.348 1.5398 -0.6331 -0.6198 -0.6915 -0.787 0.0088
RPS6KB1 2.8906 4.9446 2.7722 0.8779 4.8763 3.8008 0.423 1.374 3.8083 -1.2602 4.715 5.0622 -4.4481 2.3218 1.6834 0.4475 1.0504 5.393 -3.218 1.2902 1.5248 -3.5 -0.501 -0.7765 0.3581 0.6499 2.9407 -4.1698 -2.5211 1.4101 -5.2128 -5.3095 0.4021 -5.6235 -5.2649 0.0319 -0.5955 -1.7325 -4.096 -5.0773 -7.0433 -5.2634 -4.8195 -1.5606 -5.318 -2.2742 -3.7916 -3.5289 -3.496 -4.7569 -3.3476 -1.5042 -1.0293 -1.8952 0.9265 -2.8796 0.305 0.0373 -2.3193 0.4339 2.9271 -2.3379 0.1347 0.1441 -2.9746 -0.6 1.4018 -3.2093 -1.5713 1.9218 -5.5566 -6.1483 -0.8484 -1.3039 -1.2298 -2.375 -3.9404 -3.0248 -3.6482 -4.5596 -5.5642 0.6605 1.8989 1.6222 0.0135 -3.0969 -1.5947 -2.7554 0.1961 -0.4116 1.6752 3.5766 3.3784 5.5403 -0.2167 -2.0095 2.4858 -0.1099 2.5389 2.122 1.592 1.7988 1.3826 0.4459 0.9485 1.0991 -0.4501 1.9009 -3.9019 -2.0485 -4.0364 -1.8792 -0.6967 -3.1675 -0.5976 -1.0179 1.327 -5.7479 -3.0629 -2.4106 -5.8358 -2.6322 -2.7337 -1.8517 1.9349 2.1735 -2.3195 -1.5246 -1.6495 -2.4986 -2.9194 -0.5982 -1.2685 0.5939 0.2748 -1.2648 1.4291 2.0817 1.0502 2.5817 2.2534 -0.8454 4.0087 -1.9795 5.5109 1.6183 1.1784 4.6213 7.5291 2.0296 -1.6506 6.6657 -1.8617 4.8192 3.0543 1.9676 1.9116 3.835 2.5731 1.1591 6.067 2.0031 -0.1549 -0.4705 -3.5376 -4.8745 -2.8856 -0.4992 -5.1047 -3.3641 -0.7402 -3.071 -2.5932 -2.8478 -0.3935 -3.0042 -4.9296 -0.9805 -2.947 -1.6593 -1.1984 -1.7983 -1.6185 -1.4044 -3.5089 -2.6818 -0.2913 0.1898 -1.8149 -0.6347 -2.6628 -4.2207 0.0119 0.6977 -1.0929 -2.145 1.9335 -3.5286 -2.9029 0.2136 -3.2665 -1.456 0.0776 -4.2205 -2.4132 2.6313 -5.0575 -2.0194 -0.583 -3.9626 -5.233 -2.385 -4.7686 -4.2618 -1.1294 -4.9775
SRC 1.0041 2.7581 1.9717 2.535 1.3566 1.102 0.0886 0.7375 -2.13 0.0827 4.2633 1.3658 0.9536 0.4026 2.403 3.7503 2.5907 3.5107 0.6582 3.5478 2.0172 1.337 1.3674 2.2737 3.125 2.4202 2.7187 -3.6446 0.2663 -1.9057 -0.452 2.3687 3.1803 -1.9365 -0.3019 0.0533 -3.9801 -3.6922 -3.3832 -1.5737 -3.0133 0.2979 -2.5634 1.1746 -2.9868 0.2099 0.2799 -0.3819 -0.4892 -0.4952 0.0094 0.1435 2.7226 -3.416 0.5789 0.2385 3.8599 3.518 3.6118 3.2962 4.8958 0.7524 2.5892 2.1765 1.0616 0.1596 5.5271 4.1716 2.9286 3.0842 0.1887 0.8424 0.4456 1.3443 -0.0772 2.7969 3.2451 2.0918 2.3876 1.4369 -0.8067 -0.0643 -1.0586 0.8445 1.5475 0.8736 -0.3585 -0.6201 1.899 0.2739 -0.7039 -0.5957 -1.1291 1.7324 0.2682 -1.6535 -1.1641 -0.9613 0.686 -1.0197 -1.2634 -1.798 1.49 -1.3352 -3.3187 -1.4272 -1.7811 0.3074 -1.4449 -0.9823 -2.3232 2.9862 -2.5972 -0.7995 0.5571 3.0398 2.1214 -3.7237 -2.6957 -3.7676 -2.1164 1.0472 -0.4639 -1.2419 1.5691 3.2996 -1.9374 -1.0479 -1.4088 -1.0123 -0.7976 -1.9209 1.2069 2.6922 2.528 0.183 -1.3454 3.2257 -0.5008 3.5037 0.1929 0.8044 0.4303 1.7911 0.4092 -0.5798 -1.14 -0.3515 5.5047 -2.204 -1.1007 3.178 0.6707 2.2857 -0.0834 -0.9074 0.5516 4.3279 -1.3508 -0.1041 -0.828 -1.4438 -0.6114 1.5587 -3.3304 -0.0292 4.3099 2.3173 -0.693 3.5891 -1.3193 1.3067 3.1356 0.8816 1.9298 2.9899 1.9883 0.1343 5.0918 3.5747 0.5742 1.0171 2.1395 2.8675 3.6477 1.4212 0.9041 2.4954 2.6892 0.5337 2.7081 -3.9667 2.4548 4.5558 1.0482 -1.0351 -0.0784 -0.9013 -0.0106 3.2201 -1.909 2.7641 2.4477 0.0858 -5.3457 -0.182 -2.3645 0.2201 3.8537 0.3653 2.3371 1.1718 0.5337 -0.9941 0.9892 0.3666
STK24 1.8822 6.2541 4.32 0.394 2.4262 2.8684 -2.5157 2.969 0.4328 -5.0188 -0.7211 1.7329 -3.3728 2.1413 2.6255 -1.2313 0.5349 0.2669 -1.2951 -1.1136 -0.0149 -2.0983 -0.5268 0.1889 -0.8715 -0.3608 -0.3932 -7.0047 -10.0323 -6.5789 -10.6496 -5.9707 -1.4775 -7.3884 -6.9296 -0.4793 -7.3457 -9.3284 -7.822 -4.1091 -9.9434 -5.397 -7.5603 -7.6123 -2.9418 -2.2284 -3.7508 -2.5407 -1.0438 -2.3965 -2.6077 -2.008 -1.1186 -1.9675 1.8618 4.6316 4.3163 2.7484 2.6385 3.266 6.0804 4.5785 3.7486 -0.8497 0.3006 -0.7361 6.024 4.2958 3.0657 3.3713 4.7356 -3.2619 -1.9565 -2.3763 -1.658 -0.6175 -1.3467 0.1618 1.5915 0.4147 -0.9633 1.0776 2.6537 1.723 2.5676 4.4979 0.7959 3.2192 2.4598 3.7488 0.6486 1.5925 3.8383 1.8476 4.1831 -0.6529 5.3832 2.5518 4.9306 1.2553 1.5545 1.6409 0.0281 3.9474 0.139 1.753 2.9121 -0.1038 -2.301 -1.3446 -1.3022 -1.1488 -2.9242 -3.9668 -3.3362 -6.1777 -0.8867 -2.7648 -4.8969 -3.2357 -6.2447 -8.534 -5.4496 -5.231 -6.2653 -6.0763 -0.7022 -0.351 1.1787 -3.2417 -0.9335 0.2284 -2.6295 0.4804 -2.6698 -2.524 -6.5598 -0.0908 -1.4173 -3.2648 0.1668 -2.4088 -3.056 -4.5778 2.502 3.7568 -0.9386 -0.0406 3.6554 -1.7111 2.6263 7.2539 -1.401 1.5079 1.9329 -0.2981 3.7288 1.3397 -0.4102 1.5394 4.4381 1.033 -2.2023 0.1814 -2.3697 0.2926 0.4561 -1.2863 -3.8295 -2.4586 0.6456 -0.5033 -2.2022 -3.0411 4.8234 3.4492 -2.3169 3.0461 1.9216 -3.6158 1.2705 1.4981 -0.3391 2.3281 4.4655 2.1143 3.3005 3.2763 -0.2158 5.6979 4.1461 -3.828 2.2761 2.3247 -2.5998 -0.4867 -2.6254 -0.0202 0.6995 4.2894 0.4797 2.4336 5.419 -1.2156 -3.3803 -2.9617 -1.4105 0.1892 1.747 0.6716 -1.3133 1.3629 -0.729 -1.4971 -1.0835 -1.7842
SYK 1.5516 4.4381 1.6213 3.4988 2.4283 3.1983 1.3319 -0.5618 0.8779 2.1271 2.761 1.3831 2.5465 0.2584 2.0467 3.0999 0.1425 4.7635 0.4562 0.8371 0.4822 1.4875 0.063 0.7991 2.3483 0.9029 2.7979 0.7313 -2.4003 1.0009 2.6801 2.5779 2.9156 3.009 0.2964 2.8725 -0.9974 -4.5805 -1.1426 0.9508 -1.8356 1.2869 1.3801 1.6049 0.7123 0.7607 -1.5345 0.2522 2.6359 2.3976 1.7517 0.8985 1.7895 1.2401 1.3362 0.9617 -0.4009 1.9815 4.1936 2.0736 3.5387 5.1441 1.4131 1.9882 -0.5324 0.7183 5.2971 2.9957 0.5339 4.8105 5.6951 1.3417 0.2259 -0.2444 -0.5275 3.2019 3.3321 3.8642 3.4115 3.7028 1.8396 0.4758 0.5148 -0.9948 -0.6344 0.6298 -1.2019 0.7735 0.7821 1.1655 -0.1794 0.4856 -0.3427 -0.1168 2.5381 -0.6792 -1.0391 -0.5005 0.1027 0.0787 0.4231 -0.2028 1.6353 0.0128 -0.738 0.6532 -1.3288 0.3872 -0.3988 -0.0286 -1.4725 2.953 -0.041 0.1842 2.3319 1.9133 -0.5774 -2.9615 -2.7884 -3.8366 1.3007 -1.9865 -0.5997 3.24 2.4884 2.885 -1.5415 0.659 1.2278 2.2516 -2.0921 1.0667 3.2689 2.2301 2.2067 0.9256 0.3645 -0.6667 -0.0695 -0.5556 -1.8699 0.585 -0.2926 -1.0426 0.681 1.1396 0.739 0.3675 2.2983 0.4457 1.7961 3.8365 0.4078 0.8924 0.3501 0.2422 0.3664 2.8293 -0.1135 0.6971 5.0464 1.7305 -0.7219 -0.6675 -0.1366 -0.2212 0.8717 2.3363 1.6387 2.0568 0.8807 -0.6991 -2.9347 -1.4272 -0.3299 -0.6618 1.2442 -1.7437 -1.8805 -0.0831 0.4048 0.2138 -1.0074 1.2043 1.3284 -0.8291 0.3602 1.2272 -0.0961 0.5492 -1.6056 -0.8862 -2.1585 -3.4398 -0.8064 -2.6399 -4.5228 -0.7011 1.5531 1.5085 0.6058 0.3122 -4.9661 -0.6068 -4.2928 -6.6026 -2.0086 -0.1934 0.8372 1.3719 2.4378 -1.2173 -0.4683 -1.3423 -1.9734 -1.8168
TBK1 1.7939 2.1844 2.5988 0.7365 2.0435 4.2936 1.3424 0.8037 3.4291 1.1775 0.5583 3.5628 1.2071 1.2658 4.9302 0.0952 -0.2375 3.8429 1.0499 0.7892 3.8644 2.524 1.9404 4.3743 1.7252 0.2654 3.6486 -0.5174 -1.7746 -0.0022 -0.531 -1.7315 -2.0452 -1.7466 -1.6731 -1.1033 -0.1747 1.3109 -1.1166 -0.9669 -4.6013 -2.79 -2.7766 -4.176 -2.2335 -0.5859 1.4063 -1.1872 -0.2409 0.948 -0.6064 -1.5539 0.4239 1.4037 1.5904 1.0369 0.5799 1.0342 1.1238 0.1144 0.2954 -0.6854 -0.628 -0.5114 -0.3963 -0.4465 -1.4716 -1.6331 0.0723 0.5787 -0.6494 -0.7046 -0.0503 0.8299 -0.7257 -0.2364 -0.6962 -0.5779 -1.2998 -2.8918 -0.3346 -0.8533 -0.5463 -0.0836 -0.1498 0.2508 -0.0994 -0.7709 -2.0727 -0.484 1.8238 2.583 1.5572 2.6544 3.7713 1.1693 0.175 -0.5856 0.8577 0.4669 0.5343 1.1706 1.0439 2.3357 1.0177 -0.6667 -1.4129 0.3189 -1.0785 -0.329 -0.3508 0.4883 -0.3352 -0.3924 -0.5511 -0.4918 -0.8028 -0.1233 1.5663 1.2432 -0.2805 -0.3127 -0.5701 0.4739 -2.2083 -0.9619 -1.5543 -1.8991 -0.2568 0.4724 -2.8574 -0.0385 0.05 -2.3654 0.1126 1.5797 -0.171 -1.2921 1.9911 3.6602 -0.4626 2.3802 5.0775 0.8143 0.9056 -2.7008 -2.6868 3.4133 3.3468 0.1426 2.2286 3.8482 1.8116 1.5811 -0.585 0.4208 3.099 3.1463 1.8616 2.5252 3.9963 2.4522 0.9778 0.7074 -0.2491 0.5918 0.4009 1.6242 0.4308 2.4327 2.0612 -0.4534 1.9405 0.9244 1.3888 2.7081 2.1798 0.1329 2.339 1.8292 0.5799 -1.4497 0.8591 2.0941 1.4269 2.0382 1.8776 1.7536 1.8167 0.9057 3.7247 2.7907 0.7053 5.8445 3.3314 0.3788 3.0539 2.4671 1.8214 4.9251 3.862 1.91 5.9934 2.9965 1.1967 3.0234 2.9081 -0.3273 2.058 2.4402 -0.9951 2.4815 2.2804 0.6872 3.4901 2.2731
TGFBR1 0.4127 3.7509 7.0323 -3.2302 -2.4153 1.6984 -2.3439 0.6208 -6.8953 -1.7264 1.2921 2.1621 -1.1221 -4.4135 1.5476 -0.6246 1.9976 0.3837 -2.3674 0.2652 1.6723 -1.0826 -0.7961 3.3337 0.4242 2.6009 4.9832 -1.0439 1.253 0.4508 -1.6535 4.3334 0.2969 -1.3093 0.3574 -3.0718 0.2308 -0.3317 -0.1674 -4.1011 -2.6946 3.7913 -5.5432 -3.6975 0.2694 1.4042 2.2404 -1.5331 1.4804 2.4007 0.9239 -1.2959 3.6752 -0.8904 1.8205 2.8889 5.882 4.4725 6.8588 5.3293 2.0418 5.267 5.675 2.7453 2.2564 4.8432 1.3295 6.6835 7.8959 3.0257 1.9689 3.3382 1.6933 2.8206 1.0919 3.4511 6.0822 7.8336 1.1549 -0.6181 2.9203 0.0924 -2.1873 -5.2763 2.1659 0.3404 -1.9943 2.4907 3.4354 -3.2762 2.2497 -1.3559 -2.5407 4.4718 2.8316 -0.0444 2.4013 4.8196 0.727 -0.7737 -1.2243 -3.1841 0.8494 -0.9547 -4.8352 2.6283 -0.8729 -3.4923 0.79 0.2709 -1.1011 3.209 5.4478 2.1116 -0.5962 4.8163 0.7943 0.9106 -1.3689 2.2789 -0.0736 2.8615 -4.7043 -0.0827 0.6124 -2.306 -0.9754 -1.3058 -1.8154 -1.2918 2.4664 -2.8973 -0.0749 1.414 -1.1619 2.7628 -1.8096 2.3228 1.6212 2.7211 -2.8554 1.0242 1.9477 1.3345 -2.116 -1.0635 -6.3316 -1.9397 4.65 -1.8108 -2.9327 -0.4883 5.2413 1.1991 -1.385 -5.2437 -2.4542 1.2713 -6.6685 -2.971 2.1949 2.394 -0.4622 -3.2897 -3.9588 0.8899 2.1553 2.5781 -0.6078 7.1912 5.5437 -0.4855 0.4296 -1.3107 3.8834 8.694 0.6639 -0.5054 8.0723 5.2234 0.4791 1.0974 3.3074 3.8725 7.3211 4.7927 3.594 9.5884 9.7072 1.2078 4.1083 -4.5135 -0.4972 1.3053 -4.803 1.9286 -4.2523 -2.9853 -1.0232 -0.2293 -4.3818 -2.925 -3.7111 -10.3924 -6.0263 -5.2989 -4.4138 -3.509 -0.989 -3.1371 -4.2632 -5.3594 -8.1054 -6.5176 -4.2078 -1.7059
TTK 2.5074 2.8595 1.5201 1.9573 1.7102 2.2522 -1.7937 2.1661 1.3879 2.3831 4.5813 2.7225 3.9873 4.3865 3.4021 3.9065 3.251 1.4116 1.5578 2.897 2.7595 -0.0878 -1.0476 1.235 2.0126 1.6105 2.2826 -1.4183 0.7233 0.712 -4.6003 0.1524 -1.7025 -0.1133 -1.6511 -3.7348 -0.6423 0.8011 -0.6221 -4.045 -3.958 -5.6582 -3.9818 -0.1437 -1.8673 -1.2006 -2.0072 -3.0755 -4.2418 -4.8624 -5.9066 -1.5409 -0.3455 -1.927 -1.7834 -1.7622 -3.2095 -1.8566 0.018 -2.9152 0.2514 -1.2834 -0.9059 -0.7869 -1.0487 -1.4716 -0.3252 0.8858 -1.7037 -0.6379 -2.8955 -4.0061 -1.6208 -2.3592 -2.1006 -3.4694 -2.0221 -0.3082 0.6857 -0.0643 -3.567 1.2968 2.0476 1.1851 -0.9785 -0.8828 -1.6616 -0.0296 0.031 1.1322 1.2994 0.3215 1.1691 -0.0475 -4.2339 -3.0304 -2.1071 -3.7972 -0.7871 2.7894 1.8544 2.9756 0.4173 1.0698 3.3438 -0.4193 -0.4949 0.2009 1.405 0.3845 1.888 -0.3821 -1.8354 0.9962 1.2541 3.1162 2.8757 -0.843 -0.8735 0.6478 -2.4511 -3.4088 2.2681 0.1263 4.3891 1.964 0.7289 0.6456 1.6492 1.1219 -0.4388 3.925 1.8339 5.2489 2.2809 -1.9693 -0.453 -0.8662 0.6051 -1.0556 0.5741 -0.8348 -1.4453 -1.6879 -0.669 0.8419 1.1007 1.5498 7.0148 3.3508 1.8819 2.6008 3.3895 1.9037 2.575 1.1446 4.0681 5.4392 3.3929 2.2968 1.6128 4.3652 0.0626 0.95 0.6012 -0.6301 0.4665 -0.1254 0.8168 -0.0664 2.5274 0.8214 -1.0517 -0.98 -0.4108 -1.9549 -2.9514 -0.453 0.0494 0.8845 0.7366 0.3914 -0.2199 0.0291 -1.7936 -1.8601 3.1307 2.8212 -0.0736 1.627 0.7971 1.0404 0.3385 1.6042 0.6308 -0.1316 0.6628 -0.1116 3.3039 0.6967 0.4871 3.0673 0.3929 1.4443 0.0265 -0.1717 0.7249 1.5387 0.6535 -0.3319 -0.2609 0.0467 0.2892 -0.1651 1.7388 -0.6801
WEE1 0.9679 1.3282 3.6208 -0.2406 0.6713 2.6317 -4.2093 1.2305 1.0222 -2.0313 2.601 1.8374 -0.2169 5.0718 3.0028 -3.6872 5.4774 2.6754 -2.1985 2.5453 0.8464 -1.3977 6.616 3.0284 -0.3704 1.6952 1.567 -2.8446 -2.6817 -0.1097 -6.2993 -5.1195 2.8323 -3.0649 -4.029 -0.7413 -3.8804 -4.839 -1.2624 -5.1417 -0.4446 3.6439 -2.3876 -2.8171 2.3392 -0.7075 -0.7526 -0.2899 -0.0961 -2.6626 0.219 -2.0108 -0.213 0.7714 -0.1421 -2.7733 2.3929 2.5364 0.1635 0.5486 3.7052 1.6258 -0.6828 1.6334 -1.1896 0.6217 5.5216 -2.4051 0.6977 3.6085 1.2149 -0.9545 0.0858 0.1812 0.2578 2.8319 0.0813 1.9622 2.4093 0.1778 -2.4301 1.3764 4.2299 0.6918 2.1154 5.3592 0.6964 -0.6108 5.6226 1.1083 2.9155 2.8782 2.677 1.8915 2.019 2.7301 5.8637 5.0454 3.2137 1.5922 1.0028 0.7391 1.6964 1.9565 0.539 4.2354 2.1546 1.1623 -4.1381 1.5887 -2.6326 -3.5594 -5.0916 -4.7204 -3.9582 -6.1005 -0.2544 -3.6398 -1.6155 -0.7836 -6.0836 -5.8233 -2.9474 -3.7999 -5.4117 -4.3686 -2.3873 -1.0343 -1.7059 -7.4639 -4.5889 -5.4038 -7.2514 -5.2351 -6.2212 1.7914 -1.8855 1.1294 -1.2133 0.6922 1.1415 -0.7321 2.9644 0.2767 1.3428 -0.0479 1.4938 -1.7244 -0.8668 0.4777 -2.9253 6.1246 -1.4273 2.0316 0.8134 -1.6162 -0.1231 4.4089 -2.5822 -1.7914 5.0623 -1.7706 -2.5335 -4.5327 -4.2776 1.0634 0.2549 0.0557 -5.1286 -3.0818 1.2337 -1.5385 -0.3823 -4.3056 0.554 0.9804 -2.4669 -1.7214 3.2093 2.0076 0.1116 0.1608 0.3696 0.1525 1.9328 0.0297 0.6077 2.0243 0.0431 0.3091 3.432 -3.5687 -2.9041 -1.1363 -5.3941 0.2655 0.7098 0.5557 -1.3865 1.688 -4.853 -1.8517 -0.0463 -5.1142 -4.3886 -1.7416 -1.9592 -2.5611 1.1991 -3.0854 -3.443 -1.2957 -5.742 -4.1812 -1.5977 -3.3343
